3776679.4552507754	762242.4216848699
3776695.289322895	762467.8759175076
3776731.865365727	762545.3182251004
3777034.8098411793	762740.6084730778
3777129.0893034423	762741.8569428681
3777451.8159731426	762543.1912757995
3777510.551911885	762344.1102799013
3777463.230420395	762132.4784001834
3777112.7443119977	761904.6589562751
3776699.647020036	762156.0777911237
3776688.043141832	762469.2767656252
3777037.05100628	762748.1634979399
3777489.351880366	762473.4419691861
3776695.8234003587	762156.0488039615
3776668.696158553	762239.9144300327
3776685.3457498257	762472.7071474635
3777033.6001507062	762751.5324358226
3777454.6713297185	762545.6188915989
3777440.5694612996	762524.2928097681
3777138.7275374173	762728.6128947962
3777042.6001098175	762729.2873297404
3776747.8043702976	762546.7727553524
3776690.7833163673	762250.5562847463
3777013.665918805	761930.4822807953
3777103.802002547	761924.2174354583
3777402.0311584636	762074.5097983028
3777136.4689995977	762725.1691224003
3776749.1095114066	762541.922532932
3776694.6774847205	762250.6804863855
3776718.6585424794	762171.5623511546
3777014.862565491	761934.1373982516
3777397.3456681753	762074.7849815574
3777481.1526723225	762256.61295454
3777487.6075142426	762337.7979297125
3777465.3277700464	762459.239251898
3777434.7399838963	762526.5761597469
3777133.6056645745	762721.7179630745
3776751.945752107	762539.281890851
3776697.8022286193	762253.2570910244
3777014.6690105377	761937.9591266064
3777105.333285258	761931.6888036863
3777396.0229273927	762078.6762662379
3777477.9885923676	762259.2489914845
3777483.595211588	762337.9057933372
3777460.8941327175	762460.8162766669
3777432.4830981167	762523.7528245
3777134.3076959117	762717.5302739602
3776755.151765851	762537.6517030832
3776701.6841327227	762252.8689377412
3777016.5670466246	761941.4300078029
3777393.005117219	762081.1607923062
3777434.8386616437	762145.0628693663
3777474.285425581	762259.404336922
3777479.635129123	762339.3639178742
3777457.5729798526	762458.4752054916
3777429.042440332	762521.6270546298
3777038.556456567	762745.1187018683
3777129.7686099396	762742.0977550494
3777445.4305823785	762539.516202451
3777479.20921179	762468.457897944
3777503.3737119674	762343.326850292
3777497.356367852	762255.5931242104
3777456.8466610233	762136.1393018711
3777413.2651828346	762068.8645508664
3777110.336054125	761911.903632558
3777017.2770175165	761917.1991657338
3776705.7046843716	762160.9723635494
3776679.4552507754	762242.4216848699
3776695.289322895	762467.8759175076
3776731.865365727	762545.3182251004
3777034.8098411793	762740.6084730778
3777129.0893034423	762741.8569428681
3777451.8159731426	762543.1912757995
3777510.551911885	762344.1102799013
3777463.230420395	762132.4784001834
3777112.7443119977	761904.6589562751
3776699.647020036	762156.0777911237
3776688.043141832	762469.2767656252
3777037.05100628	762748.1634979399
3777489.351880366	762473.4419691861
3776695.8234003587	762156.0488039615
3776668.696158553	762239.9144300327
3776685.3457498257	762472.7071474635
3777033.6001507062	762751.5324358226
3777454.6713297185	762545.6188915989
3777440.5694612996	762524.2928097681
3777138.7275374173	762728.6128947962
3777042.6001098175	762729.2873297404
3776747.8043702976	762546.7727553524
3776690.7833163673	762250.5562847463
3777013.665918805	761930.4822807953
3777103.802002547	761924.2174354583
3777402.0311584636	762074.5097983028
3777136.4689995977	762725.1691224003
3776749.1095114066	762541.922532932
3776694.6774847205	762250.6804863855
3776718.6585424794	762171.5623511546
3777014.862565491	761934.1373982516
3777397.3456681753	762074.7849815574
3777481.1526723225	762256.61295454
3777487.6075142426	762337.7979297125
3777465.3277700464	762459.239251898
3777434.7399838963	762526.5761597469
3777133.6056645745	762721.7179630745
3776751.945752107	762539.281890851
3776697.8022286193	762253.2570910244
3777014.6690105377	761937.9591266064
3777105.333285258	761931.6888036863
3777396.0229273927	762078.6762662379
3777477.9885923676	762259.2489914845
3777483.595211588	762337.9057933372
3777460.8941327175	762460.8162766669
3777432.4830981167	762523.7528245
3777134.3076959117	762717.5302739602
3776755.151765851	762537.6517030832
3776701.6841327227	762252.8689377412
3777016.5670466246	761941.4300078029
3777393.005117219	762081.1607923062
3777434.8386616437	762145.0628693663
3777474.285425581	762259.404336922
3777479.635129123	762339.3639178742
3777457.5729798526	762458.4752054916
3777429.042440332	762521.6270546298
3777038.556456567	762745.1187018683
3777129.7686099396	762742.0977550494
3777445.4305823785	762539.516202451
3777479.20921179	762468.457897944
3777503.3737119674	762343.326850292
3777497.356367852	762255.5931242104
3777456.8466610233	762136.1393018711
3777413.2651828346	762068.8645508664
3777110.336054125	761911.903632558
3777017.2770175165	761917.1991657338
3776705.7046843716	762160.9723635494
3776679.4552507754	762242.4216848699
3776695.289322895	762467.8759175076
3776731.865365727	762545.3182251004
3777034.8098411793	762740.6084730778
3777129.0893034423	762741.8569428681
3777451.8159731426	762543.1912757995
3777510.551911885	762344.1102799013
3777463.230420395	762132.4784001834
3777112.7443119977	761904.6589562751
3776699.647020036	762156.0777911237
3776688.043141832	762469.2767656252
3777037.05100628	762748.1634979399
3777489.351880366	762473.4419691861
3776695.8234003587	762156.0488039615
3776668.696158553	762239.9144300327
3776685.3457498257	762472.7071474635
3777033.6001507062	762751.5324358226
3777454.6713297185	762545.6188915989
3777440.5694612996	762524.2928097681
3777138.7275374173	762728.6128947962
3777042.6001098175	762729.2873297404
3776747.8043702976	762546.7727553524
3776690.7833163673	762250.5562847463
3777013.665918805	761930.4822807953
3777103.802002547	761924.2174354583
3777402.0311584636	762074.5097983028
3777136.4689995977	762725.1691224003
3776749.1095114066	762541.922532932
3776694.6774847205	762250.6804863855
3776718.6585424794	762171.5623511546
3777014.862565491	761934.1373982516
3777397.3456681753	762074.7849815574
3777481.1526723225	762256.61295454
3777487.6075142426	762337.7979297125
3777465.3277700464	762459.239251898
3777434.7399838963	762526.5761597469
3777133.6056645745	762721.7179630745
3776751.945752107	762539.281890851
3776697.8022286193	762253.2570910244
3777014.6690105377	761937.9591266064
3777105.333285258	761931.6888036863
3777396.0229273927	762078.6762662379
3777477.9885923676	762259.2489914845
3777483.595211588	762337.9057933372
3777460.8941327175	762460.8162766669
3777432.4830981167	762523.7528245
3777134.3076959117	762717.5302739602
3776755.151765851	762537.6517030832
3776701.6841327227	762252.8689377412
3777016.5670466246	761941.4300078029
3777393.005117219	762081.1607923062
3777434.8386616437	762145.0628693663
3777474.285425581	762259.404336922
3777479.635129123	762339.3639178742
3777457.5729798526	762458.4752054916
3777429.042440332	762521.6270546298
3776710.837393274	762556.7763900312
3777034.8733852133	762764.6605430697
3777038.556456567	762745.1187018683
3777129.7686099396	762742.0977550494
3777445.4305823785	762539.516202451
3777479.20921179	762468.457897944
3777503.3737119674	762343.326850292
3777497.356367852	762255.5931242104
3777456.8466610233	762136.1393018711
3777413.2651828346	762068.8645508664
3777110.336054125	761911.903632558
3777017.2770175165	761917.1991657338
3776705.7046843716	762160.9723635494
3776679.4552507754	762242.4216848699
3776695.289322895	762467.8759175076
3776731.865365727	762545.3182251004
3777034.8098411793	762740.6084730778
3777129.0893034423	762741.8569428681
3777451.8159731426	762543.1912757995
3777510.551911885	762344.1102799013
3777463.230420395	762132.4784001834
3777112.7443119977	761904.6589562751
3776699.647020036	762156.0777911237
3776688.043141832	762469.2767656252
3777037.05100628	762748.1634979399
3777489.351880366	762473.4419691861
3776695.8234003587	762156.0488039615
3776668.696158553	762239.9144300327
3776685.3457498257	762472.7071474635
3777033.6001507062	762751.5324358226
3777454.6713297185	762545.6188915989
3777440.5694612996	762524.2928097681
3777138.7275374173	762728.6128947962
3777042.6001098175	762729.2873297404
3776747.8043702976	762546.7727553524
3776690.7833163673	762250.5562847463
3777013.665918805	761930.4822807953
3777103.802002547	761924.2174354583
3777402.0311584636	762074.5097983028
3777136.4689995977	762725.1691224003
3776749.1095114066	762541.922532932
3776694.6774847205	762250.6804863855
3776718.6585424794	762171.5623511546
3777014.862565491	761934.1373982516
3777397.3456681753	762074.7849815574
3777481.1526723225	762256.61295454
3777487.6075142426	762337.7979297125
3777465.3277700464	762459.239251898
3777434.7399838963	762526.5761597469
3777133.6056645745	762721.7179630745
3776751.945752107	762539.281890851
3776697.8022286193	762253.2570910244
3777014.6690105377	761937.9591266064
3777105.333285258	761931.6888036863
3777396.0229273927	762078.6762662379
3777477.9885923676	762259.2489914845
3777483.595211588	762337.9057933372
3777460.8941327175	762460.8162766669
3777432.4830981167	762523.7528245
3777134.3076959117	762717.5302739602
3776755.151765851	762537.6517030832
3776701.6841327227	762252.8689377412
3777016.5670466246	761941.4300078029
3777393.005117219	762081.1607923062
3777434.8386616437	762145.0628693663
3777474.285425581	762259.404336922
3777479.635129123	762339.3639178742
3777457.5729798526	762458.4752054916
3777429.042440332	762521.6270546298
3776710.837393274	762556.7763900312
3777034.8733852133	762764.6605430697
